icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,price
4b1a2e,EJU49AT,Switzerland,1767007114.0,1767007114,6.2801,41.6426,11277.6,False,231.05,237.55,0.65,,11292.84,1000,False,0,321.75452135613205
4b1a2f,EZS67QB,Switzerland,1767006924.0,1767006927,19.764,42.0957,7620.0,False,211.24,126.28,0.0,,7726.68,0255,False,0,256.6977718868719
06a2f3,QTR39X,Qatar,1767007113.0,1767007113,20.4782,45.3625,12184.38,False,215.43,298.22,0.33,,12115.8,2672,False,0,283.1244806126443
06a2f1,QTR67B,Qatar,1767007114.0,1767007114,22.9528,45.4858,11879.58,False,281.11,121.68,0.33,,11742.42,2672,False,0,328.51892526639466
a8a110,UAL128,United States,1767007114.0,1767007114,-95.1656,29.9777,624.84,False,100.85,271.17,-4.55,,693.42,4137,False,0,129.47720848714619
06a2f0,QTR8F,Qatar,1767007114.0,1767007114,8.6456,51.1079,11582.4,False,226.3,305.75,-0.33,,11605.26,3235,False,0,267.92365023883514
502cc6,BTI711,Latvia,1767007114.0,1767007114,25.6965,44.8651,11277.6,False,271.09,144.5,-0.65,,11094.72,6030,False,0,280.16785510916066
4b1a2a,EZS72CL,Switzerland,1767007113.0,1767007113,1.957,45.8443,10363.2,False,229.86,52.82,0.0,,10454.64,1000,False,0,271.03926125939296
49d403,KNE285,Czech Republic,1767007113.0,1767007113,32.2975,29.5343,7581.9,False,151.26,304.61,-2.93,,7719.06,4207,False,0,220.0533224899589
48ae00,LOT6E,Poland,1767007113.0,1767007113,9.9455,57.5602,12489.18,False,290.33,130.83,-0.33,,12169.14,6504,False,0,319.6376079730684
4b1a2c,EJU38XP,Switzerland,1767007114.0,1767007114,7.2702,47.6025,2499.36,False,143.97,338.84,-10.73,,2628.9,1000,False,0,116.73407035618006
06a2ed,QTR35U,Qatar,1767006717.0,1767007105,29.5445,42.4132,11887.2,False,294.82,129.69,-1.3,,11643.36,4744,False,0,297.7871111209832
347659,IBE03TM,Spain,1767007113.0,1767007113,-7.8857,39.7028,12192.0,False,266.97,85.03,-0.33,,12199.62,1412,False,0,304.0017427281125
06a2eb,QTR30W,Qatar,1767007113.0,1767007113,25.0891,45.5896,12192.0,False,235.56,329.12,-37.06,,13152.12,3264,False,0,297.7878879134834
06a2ec,QTR65C,Qatar,1767007113.0,1767007113,17.7709,47.2544,11582.4,False,220.5,294.83,0.33,,11551.92,5323,False,0,315.22004353579615
06a2ea,QTR31C,Qatar,1767007098.0,1767007098,29.561,42.4034,11887.2,False,294.3,128.61,-0.33,,11635.74,3463,False,0,285.78764115202006
4b8df2,IGO633P,Turkey,1767007006.0,1767007071,75.4486,25.8965,10972.8,False,226.58,200.33,0.0,,11330.94,0514,False,0,286.71118483671756
347658,VLG5PY,Spain,1767007113.0,1767007114,-5.639,36.4099,10477.5,False,208.42,238.11,3.9,,10492.74,2655,False,0,288.91966216656573
add793,AAL3184,United States,1767007113.0,1767007113,-80.4653,26.0636,3238.5,False,162.44,348.12,4.88,,3375.66,,False,0,210.4055949084559
a92dfc,UAL50,United States,1767007114.0,1767007114,-6.0926,41.8835,9448.8,False,234.1,301.98,0.0,,9425.94,6037,False,0,253.2214515363208
601839,,Turkmenistan,1767006933.0,1767006933,125.4162,37.1952,4716.78,False,205.27,84.25,-6.83,,,,False,0,
4b1a1d,EZS63ZX,Switzerland,1767007113.0,1767007113,9.5679,45.1708,10972.8,False,225.49,292.82,0.33,,11056.62,2054,False,0,284.7064071439729
4b1a1e,EZS12PU,Switzerland,1767007114.0,1767007114,4.3627,47.8045,11551.92,False,230.57,326.1,3.58,,11628.12,5717,False,0,285.4758346310658
4b1a1f,EZS51RT,Switzerland,1767007113.0,1767007113,12.9919,64.7352,10980.42,False,251.72,199.58,0.33,,10340.34,,False,0,277.28649597521394
780eb8,CSZ307,China,1767007111.0,1767007113,100.9916,13.8932,3108.96,False,158.82,212.97,-3.58,,3253.74,,False,0,170.6669077900009
7815a1,CES786,China,1767007113.0,1767007113,17.086,55.97,10668.0,False,256.61,51.43,0.0,,10401.3,7353,False,0,231.67307829560627
4b8de8,CXI5WH,Turkey,1767007113.0,1767007113,19.9542,40.7807,10972.8,False,215.23,330.19,0.0,,11033.76,2034,False,0,281.59398980125263
4b1a1a,EZS85JU,Switzerland,1767007114.0,1767007114,11.5354,46.6522,10523.22,False,225.34,322.61,-3.58,,10637.52,6050,False,0,271.5687580732394
4b1a1b,EZS54LR,Switzerland,1767007114.0,1767007114,1.0529,43.4941,11597.64,False,217.2,53.18,0.0,,11612.88,1000,False,0,270.27930206443466
4b1a24,EJU58DW,Switzerland,1767007114.0,1767007114,-1.0432,43.9214,11590.02,False,231.4,37.05,0.33,,11612.88,1000,False,0,322.76604391439116
add790,NKS358,United States,1767007113.0,1767007113,-83.5215,42.0541,3246.12,False,128.07,218.8,10.08,,2941.32,4163,False,0,129.94951962418895
4b1a25,EJU46YB,Switzerland,1767007113.0,1767007114,2.0755,44.3266,10683.24,False,228.26,231.04,0.0,,10751.82,1000,False,0,263.58668021869937
347648,IBB35AV,Spain,1767007113.0,1767007114,-4.6761,36.4548,11582.4,False,237.34,51.69,0.33,,11635.74,6267,False,0,324.8584660440947
7815a8,CSC3892,China,1767007003.0,1767007003,146.9845,-29.2897,10363.2,False,249.89,334.38,0.0,,10949.94,1365,False,0,267.80317390300286
84b4d9,APJ472,Japan,1767007111.0,1767007111,129.638,28.3278,11894.82,False,263.53,31.02,0.0,,12390.12,,False,0,294.6638943412692
750503,KXP1614,Malaysia,1767007114.0,1767007114,103.8515,3.1669,10363.2,False,221.88,267.87,0.0,,11041.38,,False,0,268.413291531383
06a2fb,QTR53J,Qatar,1767007114.0,1767007114,11.5772,40.8883,12192.0,False,249.52,270.59,-0.33,,12214.86,2314,False,0,313.72328964259094
4b1a29,EZS71FJ,Switzerland,1767007113.0,1767007113,6.3027,46.3695,1402.08,False,90.58,225.69,-4.55,,1501.14,1000,False,0,114.45745014706627
346316,IBE07WK,Spain,1767007114.0,1767007114,-3.8187,40.3556,3596.64,False,155.24,124.06,0.0,,3688.08,0533,False,0,138.64829305695474
347641,VOE85YU,Spain,1767007113.0,1767007113,3.3522,47.855,10363.2,False,224.61,336.37,0.0,,10477.5,1000,False,0,256.43662873745626
a84a1a,JIA5151,United States,1767007114.0,1767007114,-80.0515,40.0367,8221.98,False,278.29,79.56,0.33,,8214.36,4075,False,0,259.1415113357558
347643,ETD103,Spain,1767007053.0,1767007112,49.1424,27.1476,9745.98,False,214.66,299.27,-0.33,,10066.02,1731,False,0,256.445779095539
502cce,BTI4PX,Latvia,1767007114.0,1767007114,-2.4069,45.8578,10965.18,False,225.33,36.74,0.0,,10988.04,3513,False,0,281.06227317259663
a2a3b5,UAL29,United States,1767007114.0,1767007114,113.7685,4.0912,12192.0,False,263.3,266.75,-0.33,,13007.34,,False,0,320.08751511775944
507c44,UZB272,Uzbekistan,1767006278.0,1767006805,38.7536,40.0019,10675.62,False,266.49,90.44,0.0,,10248.9,0750,False,0,250.213764919032
507c42,UZB302,Uzbekistan,1767007113.0,1767007113,34.4856,32.438,5402.58,False,190.43,353.8,10.4,,5455.92,2221,False,0,221.05301975121714
a85119,JBU1044,United States,1767007114.0,1767007114,-79.9333,26.7545,1623.06,False,141.95,49.56,18.21,,1684.02,,False,0,142.86657691993247
502ce5,BTI69R,Latvia,1767007113.0,1767007113,13.7901,55.1149,11277.6,False,245.06,64.51,-0.33,,11010.9,1000,False,0,310.3296409518781
40773b,TOM37E,United Kingdom,1767007114.0,1767007114,-4.7037,46.1168,11277.6,False,221.34,201.97,-0.33,,11300.46,2241,False,0,282.55856654581345
502ce7,,Latvia,1767007110.0,1767007111,12.6617,55.6215,152.4,False,65.96,41.52,12.03,,198.12,,False,0,106.98765915471523
502ce3,BTI792,Latvia,1767007114.0,1767007114,26.6111,44.5636,1310.64,False,134.04,3.74,-6.83,,1303.02,6326,False,0,139.38110622900254
507c3d,UZB9673,Uzbekistan,1767007113.0,1767007113,104.6581,52.2003,1242.06,False,83.37,271.41,-1.63,,1310.64,,False,0,131.71591512405496
49d420,TVS4124,Czech Republic,1767007114.0,1767007114,15.8236,49.0817,8427.72,False,248.22,119.97,5.85,,8442.96,1476,False,0,268.9846127203556
49d41e,TVS8KV,Czech Republic,1767007114.0,1767007114,4.7156,41.9366,10972.8,False,222.37,46.78,0.0,,10972.8,5301,False,0,268.95469507114194
a3396b,ATN3319,United States,1767007114.0,1767007114,-96.5922,32.2891,3383.28,False,160.14,282.43,-6.83,,3467.1,3176,False,0,210.1896944089376
40772f,EZY26BV,United Kingdom,1767007113.0,1767007114,-8.6248,39.2183,6446.52,False,186.27,44.1,11.7,,6537.96,5453,False,0,226.2953424455978
76cee2,SIA305,Singapore,1767007113.0,1767007113,19.7919,47.4816,10058.4,False,279.68,118.45,0.0,,10012.68,4622,False,0,301.4416884200883
34761a,VOE5BM,Spain,1767007113.0,1767007113,7.4967,48.5594,3192.78,False,136.55,47.6,-7.15,,3329.94,1000,False,0,126.04831166923327
a92ddf,UAL924,United States,1767007113.0,1767007114,-5.054,53.503,11277.6,False,246.82,104.73,0.0,,11330.94,7661,False,0,260.9532476507293
845daa,ANA286,Japan,1767007114.0,1767007114,139.8299,34.8123,3261.36,False,138.01,20.06,-4.23,,3314.7,3312,False,0,158.00630964283707
400db9,GBFBR,United Kingdom,1767007088.0,1767007095,-1.1586,50.7564,510.54,False,58.95,279.54,-0.33,,647.7,,False,0,88.86242395536482
40772e,EZY87TR,United Kingdom,1767007114.0,1767007114,-1.9077,52.5842,830.58,False,90.11,113.2,-5.53,,990.6,0626,False,0,92.67854869983368
502cd0,BTI9KV,Latvia,1767005316.0,1767007113,23.7339,54.8033,11582.4,False,233.97,197.4,2.6,,10256.52,1000,False,0,272.3698539922412
400db2,EZY57GT,United Kingdom,1767007113.0,1767007114,0.0129,50.5556,6385.56,False,194.99,180.76,10.08,,6537.96,7313,False,0,244.6471385608719
405d0f,EZY17AH,United Kingdom,1767007113.0,1767007114,7.0812,52.1156,11887.2,False,245.71,112.27,-0.33,,11879.58,4627,False,0,305.55884949100596
407739,TOM63A,United Kingdom,1767007114.0,1767007114,-4.0814,49.0063,10058.4,False,214.66,206.01,0.0,,10149.84,0510,False,0,236.00822980494522
406409,GGAVH,United Kingdom,1767007060.0,1767007060,-1.7188,55.5071,396.24,False,39.65,202.91,-0.33,,556.26,,False,0,73.15742345714114
407731,EXS507,United Kingdom,1767007114.0,1767007114,24.7911,43.5144,11277.6,False,266.11,140.65,0.0,,11125.2,7322,False,0,278.2076703829488
49d42b,TVS1BC,Czech Republic,1767007113.0,1767007113,12.5987,50.0664,7399.02,False,199.1,269.56,6.5,,7467.6,1462,False,0,216.47200167182876
76cef0,SIA345,Singapore,1767007114.0,1767007114,27.4792,44.0848,10058.4,False,281.26,114.88,0.0,,9829.8,3075,False,0,280.6556866874071
8464b0,ANA699,Japan,1767007113.0,1767007113,134.5568,34.7666,10988.04,False,179.51,253.17,0.0,,11010.9,4771,False,0,240.31108834791988
76cef1,SIA335,Singapore,1767007113.0,1767007114,20.2871,46.1576,10058.4,False,275.32,109.65,0.0,,10020.3,7557,False,0,262.7602925605321
a99744,NKS434,United States,1767007114.0,1767007114,-80.9555,25.6352,2971.8,False,154.31,4.59,-6.83,,3108.96,,False,0,155.6915063696362
405d11,EZY37BK,United Kingdom,1767007114.0,1767007114,2.3228,41.3992,3489.96,False,163.34,356.75,4.88,,3566.16,,False,0,156.11944726305381
40771a,VIR91U,United Kingdom,1767007114.0,1767007114,-1.6798,50.95,5524.5,False,205.93,254.64,8.45,,5699.76,4243,False,0,151.37362619995466
76cef9,SIA833,Singapore,1767007070.0,1767007083,115.1293,21.1873,10972.8,False,232.08,212.14,0.0,,11628.12,,False,0,323.3806404900333
507c5e,UZB231,Uzbekistan,1767006993.0,1767007114,13.3367,50.9171,9753.6,False,178.54,246.39,-3.58,,10812.78,6234,False,0,269.17319308433343
461e21,FIN6PZ,Finland,1767007113.0,1767007113,9.9117,49.2007,10972.8,False,225.68,31.01,0.0,,11026.14,5761,False,0,265.5753855015001
461e1d,FIN8SM,Finland,1767007114.0,1767007114,16.5199,57.1533,11887.2,False,230.46,48.98,0.0,,11460.48,6540,False,0,280.211180994812
461e1e,FIN8CA,Finland,1767007114.0,1767007114,12.3474,55.6005,11887.2,False,230.35,49.8,0.33,,11628.12,7154,False,0,258.0231130536488
461e1a,FIN1143,Finland,1767005134.0,1767007112,23.2316,55.2859,6324.6,False,243.61,185.94,-2.6,,11468.1,4306,False,0,320.4004575562173
47808f,WIF1A,Norway,1767007113.0,1767007113,8.3547,61.4495,6096.0,False,101.25,306.11,-0.33,,5867.4,,False,0,197.24477389546223
a98423,GTI8007,United States,1767007113.0,1767007113,-4.3885,51.8815,11277.6,False,242.31,99.9,0.0,,11353.8,1161,False,0,287.82687456493045
407719,EDC639R,United Kingdom,1767007113.0,1767007114,-2.1717,49.9434,5128.26,False,189.23,226.54,-11.05,,5303.52,6223,False,0,218.1208128837069
502d95,BTI9RG,Latvia,1767007114.0,1767007114,19.8589,51.0369,10363.2,False,215.5,222.87,0.33,,10180.32,1000,False,0,263.0589355786785
89910b,CAL732,Taiwan,1767007107.0,1767007107,120.3013,20.0941,10660.38,False,248.76,25.35,0.0,,11361.42,,False,0,261.25969122248137
4850f5,KLM877,Kingdom of the Netherlands,1767007113.0,1767007114,5.1654,52.3161,3307.08,False,167.33,110.33,5.85,,3413.76,3171,False,0,159.5661326207269
899125,CAL064,Taiwan,1767006895.0,1767007109,28.3762,43.9281,11277.6,False,288.74,126.01,0.0,,11003.28,7103,False,0,307.04135933543915
040105,ETH602,Ethiopia,1767007090.0,1767007096,55.9656,22.7133,9753.6,False,237.83,352.17,0.0,,10218.42,,False,0,262.0082456251311
4075f4,TOM9KN,United Kingdom,1767007113.0,1767007114,-8.9577,48.7401,10972.8,False,210.46,191.42,0.0,,10980.42,6213,False,0,260.66113445129935
899121,EVA693,Taiwan,1767007114.0,1767007114,136.4722,36.2103,10972.8,False,195.17,227.56,0.0,,10873.74,3707,False,0,254.49440884981766
899123,EVA651,Taiwan,1767007114.0,1767007114,134.1949,34.2657,11582.4,False,203.2,222.33,0.33,,11650.98,6010,False,0,266.4922300426908
4075f9,GCYFR,United Kingdom,1767007113.0,1767007113,-1.3729,52.4462,2743.2,False,92.64,128.46,0.0,,2895.6,6461,False,0,126.32116980994967
040102,ETH518,Ethiopia,1767007114.0,1767007114,-76.3526,39.9104,11574.78,False,199.54,229.29,0.0,,11696.7,0720,False,0,245.52489867206793
4075f3,TOM396,United Kingdom,1767007114.0,1767007114,25.2038,39.5935,11277.6,False,257.66,157.58,0.0,,11269.98,7436,False,0,277.1894770174413
780f89,TBA9956,China,1767007113.0,1767007113,114.515,39.3682,11612.88,False,222.06,212.51,0.0,,11414.76,,False,0,249.4859146860006
502d89,BTI3VR,Latvia,1767007114.0,1767007114,22.2127,47.3532,11879.58,False,267.45,161.84,0.0,,11696.7,5677,False,0,320.24831099372403
aa763f,AAL2432,United States,1767007114.0,1767007114,-95.4727,30.5429,5593.08,False,198.14,345.57,11.05,,5798.82,,False,0,164.9452611631935
0101ba,MSR731,Egypt,1767007113.0,1767007114,23.9608,40.6884,10972.8,False,203.69,331.82,0.33,,10949.94,6474,False,0,284.41620686633854
461e17,FIN4ET,Finland,1767007113.0,1767007114,18.9577,50.7368,11277.6,False,207.03,33.65,0.33,,11117.58,5152,False,0,292.41778794525686
a8fc06,UAL1802,United States,1767007114.0,1767007114,-86.0423,42.213,10058.4,False,269.18,93.95,0.0,,9715.5,6640,False,0,275.7013882603476
899139,EVA228,Taiwan,1767007111.0,1767007111,120.3638,22.5325,11536.68,False,245.06,346.4,-12.35,,12222.48,,False,0,242.69205824345403
0101bb,MSR759,Egypt,1767007114.0,1767007114,24.5497,38.1801,10363.2,False,202.97,324.7,0.0,,10408.92,5510,False,0,248.3479887606542
899133,EVA639,Taiwan,1767007113.0,1767007114,136.7765,36.5747,12192.0,False,192.56,227.06,0.0,,12108.18,6027,False,0,266.07811677422364
0101bd,MSR914,Egypt,1767007072.0,1767007090,53.7358,24.7428,4930.14,False,192.68,118.55,-4.55,,5067.3,7373,False,0,176.80103560142175
461e14,FIN69V,Finland,1767007114.0,1767007114,9.9795,53.6493,137.16,False,73.87,332.19,15.28,,228.6,3757,False,0,78.91663212383514
899135,EVA696,Taiwan,1767006772.0,1767006850,122.0313,25.3744,5532.12,False,243.87,72.06,7.15,,5791.2,,False,0,260.45090397726705
502d7d,BTI6A1,Latvia,1767007114.0,1767007114,1.5958,54.2606,11582.4,False,203.04,236.47,0.0,,11605.26,1403,False,0,280.87114324603476
75059a,XAX533,Malaysia,1767007072.0,1767007072,101.6933,2.3096,1310.64,False,133.92,267.14,-6.83,,1432.56,,False,0,112.79431771243799
899134,EVA619,Taiwan,1767007114.0,1767007114,-118.7149,33.8153,3726.18,False,156.45,286.23,17.23,,3787.14,,False,0,134.14441660809135
a93631,DAL1548,United States,1767007114.0,1767007114,-83.3879,32.7671,6332.22,False,202.11,319.34,-11.7,,6545.58,1026,False,0,209.9704536478046
aa630b,LRC3665,United States,1767007114.0,1767007114,-77.1089,34.2152,10363.2,False,220.35,203.09,0.0,,10706.1,,False,0,262.96686441299124
502d7a,BTI43N,Latvia,1767005491.0,1767007114,21.5609,56.843,10363.2,False,196.05,252.28,5.2,,9235.44,1000,False,0,250.30338374726637
a5c983,N472LA,United States,1767007113.0,1767007113,-118.3149,34.0412,281.94,False,38.41,110.38,0.0,,312.42,,False,0,61.62286574864682
c05eb6,ACA198,Canada,1767007113.0,1767007113,-115.9044,49.2667,10058.4,False,251.67,96.57,0.0,,10218.42,4547,False,0,288.2491915072372
a120fe,DAL141,United States,1767007113.0,1767007113,-5.6456,53.1391,9753.6,False,239.02,301.53,0.0,,9806.94,4413,False,0,306.28248080120454
4075e0,EZY41ZL,United Kingdom,1767007113.0,1767007113,17.8449,43.2361,10668.0,False,246.41,145.98,0.0,,10728.96,2721,False,0,296.80462044888526
c05eb7,ACA193,Canada,1767007114.0,1767007114,-104.0123,49.6917,10660.38,False,253.0,109.36,0.0,,10492.74,4540,False,0,280.4656298533846
750581,MXD307,Malaysia,1767007113.0,1767007113,102.4486,2.5256,4564.38,False,164.81,315.89,0.33,,4808.22,,False,0,176.82419057893412
a623ca,AJT1020,United States,1767007114.0,1767007114,-93.7582,45.4035,10066.02,False,268.58,133.29,0.0,,9730.74,7203,False,0,274.46393731640256
a80321,UPS6063,United States,1767007113.0,1767007114,-93.4079,45.5152,10668.0,False,264.39,140.05,0.0,,10340.34,,False,0,309.2112182490429
75056c,MXD529,Malaysia,1767007112.0,1767007114,100.4387,13.5482,3756.66,False,187.26,180.0,20.81,,3931.92,,False,0,170.40293108097393
75056f,MXD1636,Malaysia,1767007114.0,1767007114,104.4572,1.3311,5791.2,False,216.15,88.36,0.33,,6126.48,,False,0,220.24425417999961
899106,CAL6596,Taiwan,1767006856.0,1767006883,115.1038,22.0261,11155.68,False,288.61,90.41,1.3,,11772.9,,False,0,313.0579580376217
4075bb,EXS6KL,United Kingdom,1767007114.0,1767007114,12.0726,41.7902,1615.44,False,128.61,269.77,5.53,,1706.88,,False,0,121.33811614376938
ac04be,ASH4005,United States,1767007114.0,1767007114,-77.6866,37.4547,3429.0,False,146.74,251.82,7.8,,3406.14,,False,0,129.98208904231797
a6c311,ASA42,United States,1767007113.0,1767007113,-88.8995,39.8548,11277.6,False,288.66,88.88,0.0,,11109.96,3527,False,0,311.8890900723534
899108,CAL935,Taiwan,1767007114.0,1767007114,114.3975,22.3431,1965.96,False,105.01,308.84,-3.25,,2034.54,,False,0,121.63032056289232
899109,CAL106,Taiwan,1767007114.0,1767007114,140.432,35.9161,1775.46,False,112.58,326.75,-2.93,,1828.8,2644,False,0,134.5828093887314
845f30,FDA313,Japan,1767007113.0,1767007114,134.767,35.0387,9753.6,False,180.67,255.49,0.0,,9715.5,3343,False,0,226.81799387121663
e499c2,PPCAT,Brazil,1767007106.0,1767007106,-46.6845,-23.648,975.36,False,63.53,338.63,1.63,,998.22,,False,0,116.16362597626096
30097a,IANIG,Italy,1767007114.0,1767007114,7.5933,45.6813,13106.4,False,256.19,327.71,0.0,,13083.54,5772,False,0,291.39492437576314
75057c,KXP811,Malaysia,1767007058.0,1767007066,114.9396,21.6038,7901.94,False,261.03,132.68,5.2,,8321.04,,False,0,297.9662056803578
a67f8a,DAL211,United States,1767007113.0,1767007113,-84.3326,33.6495,693.42,False,60.19,270.49,-3.25,,662.94,7025,False,0,51.77166980343477
7c66d3,JTE751,Australia,1767007113.0,1767007114,118.4137,-31.0297,10363.2,False,201.26,231.23,-0.33,,10767.06,,False,0,266.9960012911378
863188,ANA511,Japan,1767007109.0,1767007112,134.5584,34.1396,7924.8,False,202.89,227.98,0.0,,7978.14,,False,0,240.7350136505325
750561,AXM606,Malaysia,1767007114.0,1767007114,116.1465,-29.8981,10683.24,False,225.75,183.53,0.0,,11125.2,2161,False,0,258.21585864118236
4ba9c5,THY46M,Turkey,1767007113.0,1767007113,79.796,27.8085,10972.8,False,202.01,316.96,0.0,,11209.02,4707,False,0,271.5830787572202
a9c151,AAL103,United States,1767007114.0,1767007114,-1.7214,51.7056,6781.8,False,229.39,282.7,9.75,,6941.82,1256,False,0,259.7035733952032
4ba9c4,THY6DB,Turkey,1767007114.0,1767007114,17.2867,47.3853,12489.18,False,261.99,118.63,0.0,,12428.22,7702,False,0,260.9408232129187
750552,MAS2635,Malaysia,1767007112.0,1767007114,104.1865,3.4217,11582.4,False,244.67,267.11,0.33,,12352.02,,False,0,305.91009614981624
750553,MAS2584,Malaysia,1767007111.0,1767007111,113.2261,4.5157,4701.54,False,172.86,89.66,-11.38,,5082.54,,False,0,137.38998359339845
750554,MAS484,Malaysia,1767007114.0,1767007114,101.2568,3.4893,5486.4,False,184.14,113.2,0.33,,5798.82,,False,0,180.74490392953584
8834a4,MJJ111,Thailand,1767007114.0,1767007114,100.1707,14.5228,7673.34,False,151.79,344.27,4.55,,8130.54,,False,0,239.7837272980189
78037b,CAO3062,China,1767007114.0,1767007114,11.8226,52.1789,11277.6,False,249.88,73.62,0.0,,11231.88,7133,False,0,275.62315933215893
497cbd,L6353,Portugal,1767007108.0,1767007114,-9.3551,38.4803,-15.24,False,31.75,63.02,-0.65,,106.68,6353,False,0,43.46420071182055
a4dca4,GTI8602,United States,1767006979.0,1767006979,-162.3965,60.6712,10363.2,False,256.32,247.71,0.0,,10165.08,4120,False,0,275.85204542030635
405bfb,BAW9SW,United Kingdom,1767007113.0,1767007113,-10.3371,56.0681,12496.8,False,242.41,119.78,0.0,,12458.7,,False,0,337.15012676327103
a74fa2,JIA5318,United States,1767007113.0,1767007114,-80.9435,35.3074,792.48,False,72.14,176.73,-1.95,,708.66,,False,0,56.52295505587948
46bc55,AEE160,Greece,1767006886.0,1767006886,21.8466,38.5222,4259.58,False,129.99,304.19,0.0,,4328.16,1454,False,0,137.2504017672131
06a2b8,QTR28W,Qatar,1767007113.0,1767007113,10.9503,42.2156,9753.6,False,260.64,310.2,0.0,,9852.66,6630,False,0,308.7952336635925
06a2b6,QTR15G,Qatar,1767006384.0,1767007109,28.9444,42.8474,10668.0,False,301.27,133.75,-0.33,,10416.54,5321,False,0,341.9544468707546
06a2b3,QTR93N,Qatar,1767007113.0,1767007113,16.7074,45.8471,10972.8,False,225.29,293.7,0.0,,11010.9,5321,False,0,270.6853755141943
862a60,ANA799,Japan,1767007114.0,1767007114,136.3362,35.0882,7917.18,False,191.9,260.59,0.0,,7917.18,0405,False,0,200.34074594946716
abe4db,SWA4464,United States,1767007114.0,1767007114,-82.7007,28.0166,3025.14,False,157.39,221.82,0.0,,3139.44,,False,0,202.00627003618317
4075ff,SHT19D,United Kingdom,1767007114.0,1767007114,-3.1554,55.7654,10668.0,False,212.03,185.85,0.0,,10728.96,1470,False,0,295.19344783498394
750550,MAS850,Malaysia,1767007112.0,1767007113,104.511,0.905,11582.4,False,252.39,297.04,0.0,,12344.4,,False,0,313.2179397552447
4075fe,BAW581X,United Kingdom,1767007113.0,1767007114,6.8187,46.3254,10058.4,False,234.27,315.0,5.85,,10172.7,5715,False,0,252.61395302125158
06a2c4,QTR51R,Qatar,1767007113.0,1767007113,14.5236,40.72,9753.6,False,254.14,304.53,0.0,,9867.9,,False,0,274.7684131832393
06a2c5,QTR23V,Qatar,1767007113.0,1767007114,8.655,49.3013,10972.8,False,234.86,303.2,0.0,,11049.0,6611,False,0,274.7127983791034
75053f,MAS874,Malaysia,1767007113.0,1767007114,112.7248,-6.9031,4442.46,False,183.18,324.26,9.75,,4701.54,,False,0,195.22242609231157
46bc3a,AEE292,Greece,1767007113.0,1767007113,20.6053,37.9992,922.02,False,83.49,325.04,-5.85,,982.98,,False,0,130.59482876262672
ac3a60,SWA1911,United States,1767007114.0,1767007114,-74.4797,38.8423,10972.8,False,200.13,211.97,0.0,,11155.68,3435,False,0,279.2101408227481
a6cf20,LCO1771,United States,1767007112.0,1767007113,-56.5081,-14.3734,10668.0,False,237.9,135.0,0.0,,11330.94,,False,0,260.7118784603049
750548,XAX221,Malaysia,1767007114.0,1767007114,150.986,-33.9641,3756.66,False,205.72,334.52,10.08,,3916.68,1334,False,0,219.55672900039076
750543,XAX122,Malaysia,1767007114.0,1767007114,74.3485,31.5748,10972.8,False,211.57,322.21,0.0,,11125.2,2153,False,0,273.29964280026314
abf66c,AAL74,United States,1767007114.0,1767007114,-104.0376,43.8235,12489.18,False,262.78,94.83,0.0,,12428.22,,False,0,319.4135159171783
781707,CSN652,China,1767007113.0,1767007114,126.0453,37.4723,3954.78,False,161.76,257.51,17.88,,3901.44,,False,0,199.22521718557203
781708,CSN6623,China,1767007114.0,1767007114,116.7542,40.3242,9471.66,False,213.74,357.24,0.33,,9189.72,,False,0,226.53559500972898
008e65,ZSFLC,South Africa,1767007061.0,1767007063,25.7831,-23.1781,11582.4,False,196.14,322.14,-0.33,,12352.02,,False,0,270.87368842587074
781706,CSN8336,China,1767007113.0,1767007113,116.2973,7.9437,9784.08,False,234.81,12.27,5.53,,10485.12,,False,0,261.62710897281573
7504a1,AXM6015,Malaysia,1767007111.0,1767007113,100.8024,3.0245,5265.42,False,187.16,126.62,-4.55,,5585.46,,False,0,168.07741149269089
a68e8b,VOI5748,United States,1767007113.0,1767007113,-112.8032,28.6475,11277.6,False,234.46,137.31,0.0,,11711.94,,False,0,291.28359955209845
40749a,BAW36,United Kingdom,1767007114.0,1767007114,18.8751,47.0181,12192.0,False,213.08,295.45,-0.33,,12092.94,2644,False,0,327.70053103168846
e48799,TAM3240,Brazil,1767007113.0,1767007114,-42.7525,-19.721,10660.38,False,229.88,57.06,0.0,,11361.42,,False,0,241.75264510988492
4caeaf,NOS31HL,Ireland,1767007089.0,1767007091,-16.872,28.6126,5036.82,False,198.35,191.37,-13.98,,5288.28,,False,0,201.4121877790106
7c68a4,QLK1890,Australia,1767007114.0,1767007114,152.1226,-25.0496,10294.62,False,208.71,324.43,3.9,,10927.08,4754,False,0,276.4366587014955
4b8e46,PGT9ZR,Turkey,1767007104.0,1767007113,28.9981,40.7856,1836.42,False,131.16,244.44,13.0,,1828.8,,False,0,136.32956403312363
008e57,ZUMNT,South Africa,1767007114.0,1767007114,27.9588,-25.9302,0.0,False,42.18,150.0,3.9,,,,False,0,
ad1c67,DAL2722,United States,1767007114.0,1767007114,-81.9497,30.9404,4099.56,False,196.17,337.0,13.33,,4221.48,,False,0,164.3154727310835
